date,label,nb_hits,sum_time_spent,avg_page_load_time,bounce_rate,exit_rate,entrances,bounces
2025-04-06,pricing,8,44.86,1.066,41.5%,37.7%,3,3
2025-04-06,testimonials,2,21.52,0.424,36.3%,10.9%,0,0
2025-04-07,about,33,309.47,0.898,35.4%,13.3%,25,11
2025-04-07,contact,60,499.76,0.621,45.0%,25.8%,28,26
2025-04-07,home,63,510.65,0.906,58.0%,42.1%,46,36
2025-04-07,services,25,191.95,0.707,14.4%,46.9%,18,3
2025-04-07,blog,14,123.67,0.835,56.8%,41.1%,1,7
2025-04-07,faq,11,126.7,0.331,54.5%,44.8%,6,5
2025-04-07,pricing,9,74.15,0.985,48.0%,59.2%,4,4
2025-04-07,testimonials,5,47.6,0.733,11.3%,21.7%,2,0
2025-04-08,about,36,310.95,0.87,43.2%,42.2%,11,15
2025-04-08,contact,47,511.75,0.819,12.0%,23.4%,46,5
2025-04-08,home,57,498.96,0.789,19.1%,17.1%,52,10
2025-04-08,services,31,210.03,0.87,47.3%,10.6%,5,14
2025-04-08,blog,10,90.4,0.88,22.8%,41.3%,8,2
2025-04-08,faq,8,70.63,0.798,34.1%,19.3%,1,2
2025-04-08,pricing,15,167.59,0.522,41.3%,26.0%,7,6
2025-04-08,testimonials,8,67.4,0.887,65.9%,22.5%,6,5
2025-04-09,about,42,242.05,0.896,17.5%,12.5%,14,7
2025-04-09,contact,41,330.53,0.891,34.0%,34.1%,17,13
2025-04-09,home,67,515.24,0.777,47.1%,18.2%,43,31
2025-04-09,services,16,163.24,0.501,68.7%,39.8%,8,10
2025-04-09,blog,14,138.22,0.811,63.9%,33.5%,13,8
2025-04-09,faq,6,45.02,1.256,30.4%,33.4%,4,1
2025-04-09,pricing,5,43.18,0.871,21.4%,21.4%,4,1
2025-04-09,testimonials,6,56.35,0.96,54.4%,51.8%,3,3
2025-04-10,about,36,344.02,1.226,21.1%,54.1%,5,7
2025-04-10,contact,46,441.8,0.559,22.7%,40.7%,1,10
2025-04-10,home,56,510.66,0.965,52.3%,27.9%,51,29
2025-04-10,services,24,202.41,1.053,11.6%,12.9%,16,2
2025-04-10,blog,8,68.44,0.969,48.9%,21.6%,6,3
2025-04-10,faq,10,104.5,0.655,63.6%,46.2%,10,6
2025-04-10,pricing,10,67.7,0.662,69.1%,52.7%,6,6
2025-04-10,testimonials,5,48.55,1.219,45.8%,30.8%,4,2
2025-04-11,about,37,269.59,1.094,66.7%,45.3%,1,24
2025-04-11,contact,39,432.08,0.69,66.3%,31.4%,11,25
2025-04-11,home,59,602.51,0.93,22.2%,25.3%,33,13
2025-04-11,services,30,230.16,0.645,40.9%,26.1%,26,12
2025-04-11,blog,18,158.39,0.988,49.6%,58.0%,11,8
2025-04-11,faq,10,99.84,0.954,66.5%,29.9%,4,6
2025-04-11,pricing,5,40.18,0.832,32.8%,10.2%,0,1
2025-04-11,testimonials,2,19.44,0.933,22.1%,27.1%,1,0
2025-04-12,about,17,154.2,0.681,52.4%,16.5%,12,8
2025-04-12,contact,35,400.84,0.888,26.2%,27.6%,5,9
2025-04-12,home,41,436.23,0.301,26.4%,56.3%,34,10
2025-04-12,services,20,209.61,0.48,62.6%,54.2%,12,12
2025-04-12,blog,12,109.03,0.717,15.8%,51.7%,6,1
2025-04-12,faq,9,74.79,0.78,56.1%,51.9%,1,5
2025-04-12,pricing,5,56.79,0.941,36.8%,53.7%,5,1
2025-04-12,testimonials,4,46.21,0.581,41.6%,28.7%,2,1
2025-04-13,about,21,201.53,0.537,19.7%,59.3%,6,4
2025-04-13,contact,24,227.85,1.194,15.0%,24.3%,15,3
2025-04-13,home,50,444.2,1.275,27.9%,16.0%,32,13
2025-04-13,services,26,261.86,0.787,24.0%,11.7%,13,6
2025-04-13,blog,11,82.03,0.896,65.9%,44.3%,2,7
2025-04-13,faq,5,35.04,0.7,55.5%,49.2%,2,2
2025-04-13,pricing,5,46.23,0.537,52.3%,43.9%,4,2
2025-04-13,testimonials,3,26.27,0.639,47.1%,43.3%,2,1
2025-04-14,about,44,315.39,0.973,17.0%,10.8%,16,7
2025-04-14,contact,41,397.63,0.575,46.9%,37.5%,19,19
2025-04-14,home,47,405.16,0.936,16.1%,21.6%,6,7
2025-04-14,services,17,136.96,0.512,48.8%,31.8%,6,8
2025-04-14,blog,13,119.56,1.006,27.1%,56.8%,8,3
2025-04-14,faq,6,61.87,0.738,17.9%,16.1%,4,1
2025-04-14,pricing,6,60.81,0.455,53.9%,27.2%,3,3
2025-04-14,testimonials,7,72.59,0.876,17.9%,50.7%,3,1
2025-04-15,about,31,267.99,0.773,53.8%,25.0%,0,16
2025-04-15,contact,40,376.72,0.965,30.8%,34.2%,26,12
2025-04-15,home,45,561.0,0.634,30.3%,24.9%,2,13
2025-04-15,services,28,244.25,0.568,20.6%,43.1%,6,5
2025-04-15,blog,14,118.69,0.666,69.7%,26.3%,8,9
2025-04-15,faq,11,86.12,0.824,58.0%,56.3%,9,6
2025-04-15,pricing,23,189.56,0.99,35.1%,44.1%,7,8
2025-04-15,testimonials,2,12.03,0.806,20.8%,47.5%,0,0
2025-04-16,about,35,310.44,0.781,30.6%,38.1%,23,10
2025-04-16,contact,53,421.1,0.493,50.8%,54.5%,8,26
2025-04-16,home,57,413.92,0.794,13.3%,41.3%,6,7
2025-04-16,services,20,173.14,0.834,60.2%,30.4%,12,12
2025-04-16,blog,9,75.39,0.822,27.4%,30.7%,4,2
2025-04-16,faq,3,21.77,0.796,18.1%,22.8%,1,0
2025-04-16,pricing,7,46.6,0.855,50.7%,34.6%,5,3
2025-04-16,testimonials,2,15.33,0.668,66.8%,14.2%,1,1
2025-04-17,about,45,316.84,0.738,23.3%,32.2%,43,10
2025-04-17,contact,46,515.25,0.641,63.0%,10.3%,15,28
2025-04-17,home,73,605.55,0.762,46.9%,52.5%,16,34
2025-04-17,services,27,289.03,0.632,41.9%,40.4%,14,11
2025-04-17,blog,9,93.83,0.833,55.1%,58.3%,2,4
2025-04-17,faq,7,63.38,0.656,32.8%,12.2%,5,2
2025-04-17,pricing,6,66.8,0.416,10.5%,42.6%,1,0
2025-04-17,testimonials,7,66.25,1.122,32.9%,50.5%,5,2
2025-04-18,about,31,288.48,0.57,19.5%,46.8%,6,6
2025-04-18,contact,37,375.66,0.958,41.5%,41.2%,0,15
2025-04-18,home,68,794.34,0.412,47.7%,56.7%,30,32
2025-04-18,services,17,165.81,0.476,67.9%,53.8%,11,11
2025-04-18,blog,16,164.63,0.764,31.8%,16.3%,13,5
2025-04-18,faq,8,94.26,0.769,46.7%,57.6%,7,3
2025-04-18,pricing,8,57.36,0.852,49.8%,31.5%,2,3
2025-04-18,testimonials,3,21.24,0.599,24.0%,51.5%,0,0
2025-04-19,about,20,228.92,1.27,53.1%,20.4%,9,10
2025-04-19,contact,34,303.72,0.887,16.7%,44.3%,30,5
2025-04-19,home,33,297.91,0.797,67.9%,33.9%,25,22
2025-04-19,services,21,214.66,0.739,68.5%,37.9%,17,14
2025-04-19,blog,13,105.54,0.772,36.0%,48.9%,8,4
2025-04-19,faq,10,104.17,0.882,66.5%,59.9%,5,6
2025-04-19,pricing,5,47.28,0.846,51.2%,23.4%,1,2
2025-04-19,testimonials,4,37.1,0.924,69.6%,36.9%,4,2
2025-04-20,about,25,262.41,0.439,62.2%,23.4%,7,15
2025-04-20,contact,28,259.98,0.787,16.1%,34.9%,7,4
2025-04-20,home,39,374.39,0.664,68.8%,50.2%,20,26
2025-04-20,services,19,163.37,0.545,30.6%,57.7%,18,5
2025-04-20,blog,19,199.31,0.699,27.5%,18.2%,3,5
2025-04-20,faq,8,86.51,1.019,12.8%,26.9%,5,1
2025-04-20,pricing,3,21.65,0.57,54.9%,25.7%,2,1
2025-04-20,testimonials,7,51.2,0.492,54.1%,56.4%,4,3
2025-04-21,about,31,281.2,0.631,63.0%,37.6%,29,19
2025-04-21,contact,41,359.08,1.074,20.8%,42.3%,33,8
2025-04-21,home,67,627.48,0.744,54.2%,48.5%,11,36
2025-04-21,services,21,197.87,0.764,40.2%,42.8%,18,8
2025-04-21,blog,14,118.45,0.749,50.9%,32.0%,8,7
2025-04-21,faq,7,80.22,0.699,24.5%,39.7%,3,1
2025-04-21,pricing,8,78.01,0.445,65.6%,15.1%,5,5
2025-04-21,testimonials,5,35.01,1.144,28.9%,59.3%,1,1
2025-04-22,about,40,357.7,0.755,49.9%,35.3%,34,19
2025-04-22,contact,62,390.08,1.0,60.6%,28.1%,48,37
2025-04-22,home,57,411.31,0.721,10.2%,26.5%,50,5
2025-04-22,services,24,213.68,0.557,41.8%,57.4%,17,10
2025-04-22,blog,14,162.24,0.834,43.2%,22.3%,10,6
2025-04-22,faq,8,62.02,0.583,47.0%,18.6%,4,3
2025-04-22,pricing,6,42.59,0.592,62.1%,36.5%,4,3
2025-04-22,testimonials,7,67.45,0.782,46.7%,46.4%,0,3
2025-04-23,about,35,377.87,0.826,34.4%,49.2%,8,12
2025-04-23,contact,44,442.84,0.811,53.5%,56.3%,36,23
2025-04-23,home,58,563.67,0.629,15.6%,56.9%,5,9
2025-04-23,services,19,158.96,1.033,46.6%,35.1%,4,8
2025-04-23,blog,18,154.39,0.821,60.3%,18.5%,11,10
2025-04-23,faq,7,49.55,0.786,53.8%,21.9%,3,3
2025-04-23,pricing,3,28.18,1.031,63.5%,34.2%,1,1
2025-04-23,testimonials,3,33.94,0.554,68.0%,35.5%,3,2
2025-04-24,about,29,283.01,0.826,28.6%,39.0%,9,8
2025-04-24,contact,44,371.43,0.662,63.2%,25.1%,10,27
2025-04-24,home,67,682.5,0.817,44.3%,13.5%,43,29
2025-04-24,services,32,279.38,1.269,62.4%,37.3%,5,19
2025-04-24,blog,18,175.77,0.685,60.2%,37.3%,11,10
2025-04-24,faq,18,180.34,0.816,65.3%,54.2%,3,11
2025-04-24,pricing,8,90.88,0.74,42.8%,42.6%,8,3
2025-04-24,testimonials,4,39.13,0.848,53.5%,13.7%,0,2
2025-04-25,about,29,209.15,0.766,54.3%,56.0%,21,15
2025-04-25,contact,41,386.34,0.891,16.3%,59.1%,36,6
2025-04-25,home,69,819.81,0.81,42.6%,43.3%,69,29
2025-04-25,services,27,143.34,0.54,61.2%,41.3%,20,16
2025-04-25,blog,19,226.45,0.638,13.2%,19.0%,18,2
2025-04-25,faq,12,96.46,0.658,34.9%,20.7%,8,4
2025-04-25,pricing,6,37.34,0.964,20.9%,26.2%,1,1
2025-04-25,testimonials,4,42.63,0.46,18.5%,42.4%,3,0
2025-04-26,about,21,168.86,0.55,11.3%,57.7%,19,2
2025-04-26,contact,32,277.53,0.678,59.4%,42.4%,27,18
2025-04-26,home,50,482.85,0.8,66.8%,27.9%,36,33
2025-04-26,services,26,331.32,0.806,47.0%,18.5%,24,12
2025-04-26,blog,26,210.61,0.886,62.1%,42.2%,10,16
2025-04-26,faq,14,130.13,1.051,69.1%,45.9%,3,9
2025-04-26,pricing,6,48.73,0.902,57.0%,43.2%,0,3
2025-04-26,testimonials,2,15.21,0.667,38.5%,35.7%,0,0
2025-04-27,about,28,233.85,1.288,54.5%,26.4%,11,15
2025-04-27,contact,34,301.85,0.956,26.0%,30.4%,31,8
2025-04-27,home,41,456.4,0.504,55.8%,46.8%,4,22
2025-04-27,services,22,198.87,1.086,32.6%,44.8%,11,7
2025-04-27,blog,16,173.97,0.834,42.3%,35.8%,10,6
2025-04-27,faq,4,37.29,0.853,24.9%,28.6%,2,0
2025-04-27,pricing,6,66.6,0.826,22.9%,36.4%,1,1
2025-04-27,testimonials,3,24.68,0.853,68.2%,58.9%,2,2
2025-04-28,about,33,239.24,0.397,14.4%,34.9%,5,4
2025-04-28,contact,42,344.6,0.819,68.2%,45.3%,29,28
2025-04-28,home,51,466.12,0.984,52.0%,51.4%,35,26
2025-04-28,services,25,207.24,1.0,20.4%,37.6%,5,5
2025-04-28,blog,13,117.71,0.655,59.0%,20.3%,4,7
2025-04-28,faq,13,115.14,0.92,14.7%,16.1%,9,1
2025-04-28,pricing,7,60.8,0.816,61.3%,55.3%,3,4
2025-04-28,testimonials,3,24.62,0.879,63.1%,36.5%,0,1
2025-04-29,about,44,406.37,0.814,52.4%,59.7%,32,23
2025-04-29,contact,49,423.59,0.633,62.8%,59.0%,17,30
2025-04-29,home,57,462.7,0.982,22.8%,43.3%,22,13
2025-04-29,services,21,197.38,1.068,66.2%,50.5%,14,13
2025-04-29,blog,12,118.68,0.952,45.5%,37.0%,4,5
2025-04-29,faq,8,85.33,0.681,61.1%,41.2%,0,4
2025-04-29,pricing,7,77.42,0.583,68.0%,28.2%,6,4
2025-04-29,testimonials,3,24.12,0.804,14.3%,54.4%,0,0
2025-04-30,about,38,393.83,0.988,35.5%,56.2%,25,13
2025-04-30,contact,40,390.59,1.047,28.9%,18.2%,30,11
2025-04-30,home,59,427.12,0.699,36.8%,41.2%,36,21
2025-04-30,services,29,245.86,0.349,21.2%,16.0%,15,6
2025-04-30,blog,16,152.9,0.931,41.5%,23.6%,1,6
2025-04-30,faq,6,66.42,0.912,54.4%,43.1%,6,3
2025-04-30,pricing,7,57.02,0.807,59.6%,34.7%,5,4
2025-04-30,testimonials,6,59.25,0.735,68.0%,13.5%,2,4
2025-05-01,about,26,248.15,0.824,30.2%,20.6%,22,7
2025-05-01,contact,46,419.45,0.755,41.4%,51.1%,9,19
2025-05-01,home,67,567.84,0.671,68.1%,26.0%,3,45
2025-05-01,services,23,182.29,0.919,30.0%,15.4%,17,6
2025-05-01,blog,19,176.4,0.393,36.7%,26.9%,10,6
2025-05-01,faq,13,122.07,0.485,53.1%,54.0%,8,6
2025-05-01,pricing,8,61.81,0.83,22.2%,11.6%,8,1
2025-05-01,testimonials,4,40.18,0.579,63.7%,11.6%,2,2
2025-05-02,about,50,478.58,0.873,53.6%,27.6%,11,26
2025-05-02,contact,42,372.62,0.968,48.6%,15.2%,12,20
2025-05-02,home,65,713.63,0.821,12.7%,57.8%,18,8
2025-05-02,services,38,294.93,0.952,30.0%,11.8%,16,11
2025-05-02,blog,36,359.63,0.517,37.4%,11.9%,19,13
2025-05-02,faq,12,123.91,0.768,49.1%,29.9%,9,5
2025-05-02,pricing,2,15.6,0.945,69.7%,18.4%,1,1
2025-05-02,testimonials,6,41.58,0.925,69.3%,57.6%,5,4
2025-05-03,about,14,141.4,0.78,18.7%,24.6%,2,2
2025-05-03,contact,27,243.78,0.564,37.3%,59.9%,1,10
2025-05-03,home,46,392.4,0.757,53.7%,19.0%,16,24
2025-05-03,services,18,183.34,0.834,63.9%,58.5%,1,11
2025-05-03,blog,9,50.97,1.106,67.8%,29.5%,5,6
2025-05-03,faq,3,29.89,0.901,68.5%,42.1%,3,2
2025-05-03,pricing,0,0.0,0.882,21.8%,23.4%,0,0
2025-05-03,testimonials,2,17.7,0.757,27.7%,15.9%,1,0
2025-05-04,about,21,172.75,0.711,42.8%,41.5%,21,8
2025-05-04,contact,32,368.92,0.755,60.0%,47.5%,16,19
2025-05-04,home,44,335.24,1.103,17.9%,53.1%,25,7
2025-05-04,services,14,110.94,0.678,60.5%,18.5%,4,8
2025-05-04,blog,11,84.3,0.811,45.0%,40.6%,10,4
2025-05-04,faq,3,28.59,0.68,43.4%,36.3%,1,1
2025-05-04,pricing,4,39.63,0.906,67.9%,19.0%,1,2
2025-05-04,testimonials,3,25.38,0.326,60.2%,35.0%,1,1
2025-05-05,about,33,269.45,0.627,43.1%,26.0%,15,14
2025-05-05,contact,45,254.59,0.875,24.9%,30.4%,26,11
2025-05-05,home,65,491.7,0.769,26.0%,23.0%,53,16
2025-05-05,services,24,227.67,0.799,27.9%,40.8%,17,6
2025-05-05,blog,20,208.62,0.856,59.1%,40.1%,12,11
2025-05-05,faq,9,103.44,0.701,45.8%,24.8%,2,4
2025-05-05,pricing,12,113.26,0.717,62.0%,57.2%,0,7
2025-05-05,testimonials,5,38.89,0.672,10.8%,46.6%,2,0
2025-05-06,about,38,390.47,1.131,32.0%,31.9%,34,12
2025-05-06,contact,48,483.55,0.982,49.4%,17.8%,16,23
2025-05-06,home,59,571.78,1.027,53.0%,12.1%,9,31
2025-05-06,services,21,206.28,0.685,68.0%,46.4%,16,14
2025-05-06,blog,50,533.52,0.709,16.9%,51.8%,17,8
2025-05-06,faq,13,127.32,0.795,24.5%,46.1%,5,3
2025-05-06,pricing,8,71.93,0.687,18.9%,34.3%,0,1
2025-05-06,testimonials,6,60.79,0.945,50.3%,24.6%,2,3
2025-05-07,about,43,424.19,1.267,32.7%,29.4%,40,14
2025-05-07,contact,37,350.19,0.793,31.1%,42.2%,17,11
2025-05-07,home,52,463.13,0.846,11.4%,17.4%,8,5
2025-05-07,services,28,264.13,1.117,26.7%,53.1%,26,7
2025-05-07,blog,15,108.37,1.211,66.0%,36.7%,7,9
2025-05-07,faq,13,78.03,0.759,56.8%,44.3%,6,7
2025-05-07,pricing,8,70.05,0.673,18.7%,21.5%,8,1
2025-05-07,testimonials,4,31.88,1.02,38.5%,29.4%,0,1
2025-05-08,about,27,275.6,0.463,29.9%,47.4%,2,8
2025-05-08,contact,55,459.75,0.431,41.6%,52.5%,39,22
2025-05-08,home,57,543.82,1.056,48.1%,36.0%,44,27
2025-05-08,services,21,238.95,0.991,40.3%,44.7%,7,8
2025-05-08,blog,16,162.02,0.499,34.4%,32.1%,2,5
2025-05-08,faq,16,193.24,1.061,34.6%,51.9%,14,5
2025-05-08,pricing,13,128.29,0.511,17.8%,39.1%,12,2
2025-05-08,testimonials,3,21.78,0.509,50.6%,36.5%,1,1
2025-05-09,about,30,291.08,0.63,67.6%,42.0%,24,20
2025-05-09,contact,46,454.65,1.001,64.3%,54.9%,8,29
2025-05-09,home,62,693.7,0.759,11.7%,12.8%,23,7
2025-05-09,services,21,203.19,0.937,46.9%,53.4%,6,9
2025-05-09,blog,13,133.67,0.667,23.8%,17.9%,6,3
2025-05-09,faq,14,149.54,0.703,58.8%,52.4%,2,8
2025-05-09,pricing,4,20.63,0.637,36.7%,12.3%,2,1
2025-05-09,testimonials,7,63.97,0.72,66.9%,59.5%,6,4
2025-05-10,about,21,190.63,0.822,36.7%,18.5%,5,7
2025-05-10,contact,33,242.68,0.806,37.1%,14.5%,9,12
2025-05-10,home,42,389.54,0.442,30.7%,15.2%,33,12
2025-05-10,services,12,125.69,0.608,18.8%,21.9%,9,2
2025-05-10,blog,5,43.01,0.859,61.7%,36.9%,0,3
2025-05-10,faq,6,70.03,1.166,50.9%,14.3%,5,3
2025-05-10,pricing,9,84.91,1.064,69.9%,57.7%,0,6
2025-05-10,testimonials,4,33.42,1.086,68.3%,46.8%,4,2
2025-05-11,about,31,298.85,0.669,61.9%,36.8%,13,19
2025-05-11,contact,30,288.51,0.859,25.7%,14.8%,15,7
2025-05-11,home,38,370.4,0.94,65.9%,18.3%,32,25
2025-05-11,services,18,228.98,0.701,20.8%,34.0%,13,3
2025-05-11,blog,11,121.22,0.862,47.8%,49.4%,1,5
2025-05-11,faq,6,66.33,0.65,27.6%,38.7%,5,1
2025-05-11,pricing,4,40.71,0.972,59.8%,52.1%,3,2
2025-05-11,testimonials,5,43.94,0.615,46.9%,21.5%,0,2
2025-05-12,about,39,334.47,0.833,44.0%,31.5%,18,17
2025-05-12,contact,39,367.75,0.631,24.5%,23.9%,13,9
2025-05-12,home,59,571.71,0.85,11.5%,32.4%,52,6
2025-05-12,services,33,233.69,0.842,47.9%,16.2%,1,15
2025-05-12,blog,14,104.27,0.999,26.0%,54.0%,0,3
2025-05-12,faq,4,30.3,0.854,38.3%,41.4%,3,1
2025-05-12,pricing,10,85.55,1.13,11.7%,56.0%,10,1
2025-05-12,testimonials,2,20.06,0.984,61.6%,10.5%,1,1
2025-05-13,about,37,349.97,0.979,23.7%,33.4%,6,8
2025-05-13,contact,44,396.54,0.816,52.0%,30.3%,22,22
2025-05-13,home,51,489.44,0.705,13.7%,14.1%,20,6
2025-05-13,services,25,245.39,1.12,24.2%,23.1%,4,6
2025-05-13,blog,18,178.73,0.75,56.5%,26.2%,8,10
2025-05-13,faq,8,73.93,0.913,18.9%,44.0%,5,1
2025-05-13,pricing,11,82.27,0.64,12.1%,23.8%,7,1
2025-05-13,testimonials,4,36.56,0.935,49.5%,28.4%,0,1
2025-05-14,about,28,296.44,0.737,55.3%,35.9%,25,15
2025-05-14,contact,45,416.23,0.716,56.0%,45.5%,29,25
2025-05-14,home,71,787.12,0.498,44.5%,29.7%,16,31
2025-05-14,services,30,348.11,0.919,29.2%,56.2%,20,8
2025-05-14,blog,25,224.03,0.762,31.5%,37.0%,21,7
2025-05-14,faq,4,38.74,0.639,32.0%,32.6%,0,1
2025-05-14,pricing,10,115.76,0.868,47.3%,48.0%,7,4
2025-05-14,testimonials,4,40.39,0.819,30.1%,58.4%,4,1
2025-05-15,about,46,449.87,0.596,69.4%,51.2%,29,31
2025-05-15,contact,54,459.81,0.948,13.7%,33.8%,1,7
2025-05-15,home,54,630.55,0.96,47.5%,43.3%,39,25
2025-05-15,services,28,330.36,0.735,54.2%,43.1%,0,15
2025-05-15,blog,8,73.77,0.967,38.8%,15.3%,7,3
2025-05-15,faq,6,52.37,0.99,34.8%,32.1%,2,2
2025-05-15,pricing,13,123.78,0.761,66.8%,34.2%,0,8
2025-05-15,testimonials,7,54.07,0.744,68.3%,38.7%,7,4
2025-05-16,about,35,310.78,0.403,22.0%,45.6%,35,7
2025-05-16,contact,47,369.17,0.453,19.6%,35.3%,33,9
2025-05-16,home,42,354.66,0.754,35.4%,55.8%,5,14
2025-05-16,services,30,352.17,1.015,10.1%,59.0%,22,3
2025-05-16,blog,15,71.66,0.759,34.6%,35.2%,4,5
2025-05-16,faq,6,47.06,0.734,60.1%,34.8%,4,3
2025-05-16,pricing,11,116.44,0.661,50.3%,46.6%,6,5
2025-05-16,testimonials,7,60.59,0.885,32.6%,43.0%,5,2
2025-05-17,about,14,126.48,0.823,40.8%,18.9%,11,5
2025-05-17,contact,29,229.38,0.646,44.5%,38.0%,24,12
2025-05-17,home,41,362.61,0.602,49.5%,27.7%,40,20
2025-05-17,services,15,143.86,1.146,57.2%,24.1%,1,8
2025-05-17,blog,14,106.47,0.719,44.8%,29.2%,11,6
2025-05-17,faq,8,61.75,1.028,16.3%,45.8%,3,1
2025-05-17,pricing,4,34.29,0.69,49.6%,14.9%,3,1
2025-05-17,testimonials,1,8.36,1.201,59.9%,14.9%,0,0
2025-05-18,about,24,232.83,1.142,69.6%,31.3%,4,16
2025-05-18,contact,32,297.21,1.226,15.4%,42.1%,20,4
2025-05-18,home,35,277.78,0.938,13.7%,37.3%,34,4
2025-05-18,services,15,126.16,0.755,38.5%,52.8%,2,5
2025-05-18,blog,14,103.3,0.831,30.6%,35.5%,7,4
2025-05-18,faq,6,55.27,0.775,35.2%,42.7%,1,2
2025-05-18,pricing,5,56.0,0.708,33.7%,42.5%,4,1
2025-05-18,testimonials,2,21.08,0.941,24.3%,22.8%,2,0
2025-05-19,about,43,370.71,0.687,49.5%,28.4%,34,21
2025-05-19,contact,42,406.67,0.778,56.1%,20.4%,1,23
2025-05-19,home,61,674.12,0.772,56.1%,35.3%,40,34
2025-05-19,services,30,197.92,0.716,13.6%,26.9%,25,4
2025-05-19,blog,16,114.68,0.803,17.7%,10.6%,4,2
2025-05-19,faq,11,104.08,0.706,52.9%,17.7%,6,5
2025-05-19,pricing,10,90.62,0.911,32.7%,48.1%,3,3
2025-05-19,testimonials,3,22.48,0.778,46.2%,28.8%,3,1
2025-05-20,about,38,426.94,0.557,19.8%,13.2%,26,7
2025-05-20,contact,31,334.0,0.491,39.4%,58.4%,27,12
2025-05-20,home,68,680.05,0.654,52.4%,40.8%,23,35
2025-05-20,services,21,184.68,0.971,15.7%,46.3%,20,3
2025-05-20,blog,18,182.93,0.972,10.6%,28.5%,0,1
2025-05-20,faq,9,65.49,0.751,68.6%,22.1%,8,6
2025-05-20,pricing,5,54.73,0.887,55.1%,14.0%,2,2
2025-05-20,testimonials,4,38.79,1.043,18.1%,28.7%,2,0
2025-05-21,about,31,356.74,1.05,55.8%,17.7%,24,17
2025-05-21,contact,46,505.79,1.178,33.8%,59.5%,20,15
2025-05-21,home,67,543.07,0.985,17.6%,15.7%,11,11
2025-05-21,services,32,393.99,0.825,41.0%,54.5%,13,13
2025-05-21,blog,26,254.89,0.699,54.7%,53.0%,22,14
2025-05-21,faq,13,100.1,0.817,34.6%,37.3%,0,4
2025-05-21,pricing,14,119.95,0.586,66.0%,19.8%,5,9
2025-05-21,testimonials,8,67.14,1.194,36.3%,52.8%,6,2
2025-05-22,about,30,258.75,0.662,64.7%,37.8%,29,19
2025-05-22,contact,47,363.94,0.863,32.4%,16.9%,26,15
2025-05-22,home,69,715.01,0.753,41.5%,53.3%,45,28
2025-05-22,services,19,185.12,0.633,51.5%,33.0%,12,9
2025-05-22,blog,13,103.49,0.915,53.1%,43.4%,11,6
2025-05-22,faq,4,38.03,1.135,29.5%,14.5%,4,1
2025-05-22,pricing,27,265.69,0.403,16.1%,42.1%,14,4
2025-05-22,testimonials,2,22.39,0.45,44.2%,47.5%,2,0
2025-05-23,about,37,362.15,1.072,39.7%,55.6%,21,14
2025-05-23,contact,39,292.52,1.207,39.2%,58.0%,2,15
2025-05-23,home,51,409.69,0.425,29.4%,25.5%,13,15
2025-05-23,services,27,258.16,0.874,61.0%,50.2%,7,16
2025-05-23,blog,20,210.34,0.984,20.6%,31.7%,18,4
2025-05-23,faq,9,82.5,0.591,46.7%,59.9%,2,4
2025-05-23,pricing,11,94.38,0.904,68.0%,48.4%,4,7
2025-05-23,testimonials,5,46.25,1.197,37.9%,29.9%,4,1
2025-05-24,about,20,237.07,0.686,61.1%,36.8%,2,12
2025-05-24,contact,30,328.19,0.769,52.0%,58.4%,23,15
2025-05-24,home,36,251.25,0.557,55.6%,32.2%,7,20
2025-05-24,services,14,140.01,0.836,40.0%,54.5%,10,5
2025-05-24,blog,12,137.17,0.761,65.6%,47.2%,11,7
2025-05-24,faq,2,14.79,0.712,55.4%,12.5%,0,1
2025-05-24,pricing,5,46.39,0.967,54.3%,11.6%,1,2
2025-05-24,testimonials,6,66.21,0.89,54.9%,38.6%,5,3
2025-05-25,about,24,199.35,0.611,11.7%,16.2%,13,2
2025-05-25,contact,34,406.91,0.522,56.6%,46.8%,20,19
2025-05-25,home,31,250.87,0.647,26.6%,42.3%,10,8
2025-05-25,services,17,171.76,0.686,69.1%,22.8%,2,11
2025-05-25,blog,8,61.62,0.797,25.7%,16.3%,8,2
2025-05-25,faq,12,119.05,0.728,42.5%,55.3%,0,5
2025-05-25,pricing,1,10.18,0.653,14.0%,19.4%,0,0
2025-05-25,testimonials,7,61.43,0.577,33.1%,49.1%,4,2
2025-05-26,about,39,354.25,0.93,12.0%,30.2%,1,4
2025-05-26,contact,37,301.15,0.664,57.6%,14.7%,18,21
2025-05-26,home,61,601.91,0.669,39.3%,25.5%,8,23
2025-05-26,services,22,149.66,1.027,60.2%,45.8%,17,13
2025-05-26,blog,9,71.97,0.772,62.3%,35.7%,0,5
2025-05-26,faq,8,83.96,1.172,16.8%,33.8%,2,1
2025-05-26,pricing,7,88.58,0.533,70.0%,42.2%,4,4
2025-05-26,testimonials,4,39.73,0.74,44.5%,47.1%,4,1
2025-05-27,about,32,264.7,0.799,47.0%,30.6%,15,15
2025-05-27,contact,43,406.92,0.842,55.8%,52.3%,1,23
2025-05-27,home,73,745.73,0.802,21.9%,42.0%,65,16
2025-05-27,services,40,378.7,0.929,25.5%,55.1%,14,10
2025-05-27,blog,13,136.75,0.953,28.9%,21.4%,4,3
2025-05-27,faq,10,65.19,0.802,51.1%,45.2%,8,5
2025-05-27,pricing,8,92.85,0.602,23.3%,58.3%,6,1
2025-05-27,testimonials,2,18.19,0.989,61.0%,13.0%,0,1
